"[샤오미 미투 유모차를 사자는 거예요. ], 긍정 텍스트 확률 : 50.33%"
"[ 그리고 이동이 쉽게 바퀴를 사서 달아주었어요 뚝딱뚝딱 내 남편 감솨해용 ♥바퀴가 움직이면 위험하니까 고정형 바퀴를 사서 달았어요 ㅎㅎ이동이 끝난 후 바퀴를 고정시키면 움직이지 않아요아 그리고 지난 포스트에서한쪽 가드를 내리고 사용하는게 뒤집을때까지는 편하다는 조언이 많아서다음주에는 남편이 가드 한곳을 내려주기로 했어요 침대 변형?이 끝나면 임신이야기 포스팅으로 한번 보여드릴게욤.], 긍정 텍스트 확률 : 95.80%"
"[ 아기용 세탁세제로 손수건부터 빨래했어요 ㅎㅎ아기용 세탁세제는 .?네이쳐러브메레네이쳐러브메레사용중이에요이 세제를 선택한건 산모교실에서 경품으로 받았기때문 ㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 82.54%"
"[옷 모두 자연건조 후 ], 긍정 텍스트 확률 : 69.08%"
"[ 아기옷도 세탁하고요 ], 긍정 텍스트 확률 : 52.59%"
"[ ㅜㅜ ], 긍정 텍스트 확률 : 51.33%"
"[열탕소독집게는 마더케이 실리콘 제품 구입했고 열탕소독을 위해 실리콘으로열탕소독용 냄비는 곰솥으로 하나 구입해뒀어용 ㅋㅋㅋㅋ젖병소독기는 해님 스펙트라 세대 시부모님이 사주셔서준비해두었고젖병건조대는 젖병소독기 건조기능 사용할거라 구입하지 않았어요], 긍정 텍스트 확률 : 60.94%"
"[단계개 구입해두었어요조만간 열탕소독해놔야겠어요 ㅎㅎ수유등은 집에 있는 무드등으로 일단 사용하기로 하고], 긍정 텍스트 확률 : 80.30%"
"[ 수유패드 는 작은팩 사두었고 상황보고 더 구입하기로수유쿠션 은 아직 구입안했는데 조만간 구입해야할까봐요 ㅠㅠ모유저장팩 은 샘플이 몇개 있어서 추후에 구입할거고연고 는 필수라고 하더라고요 아기 엉덩이에도 바를 수 있는 비판텐연고 구입해두었어요], 긍정 텍스트 확률 : 82.29%"
"[보험상담받고 받은 아기욕조 하나총 두개 준비해두었어요 ㅎㅎㅎ탕온계 는 굳이 필요할까 싶지만 초보엄빠라 불안해서 오리모양 귀여운 탕온계 사뒀구구강티슈나 치약 은 신생아때는 필요없을것 같아 구입안했어요 ㅎㅎㅎ], 긍정 텍스트 확률 : 95.99%"
"[ . 침구요], 긍정 텍스트 확률 : 50.53%"
"[이불세트 는 굳이 세트 필요없다고 하길래아기침대에 깔 수 있는 인견패드랑 활용도높은 블랭킷 사두었어요많이 두껍지않아서 겨울에는 따로 담요 더 사주려구요 ㅎㅎ아기침대 는 마켓비 원목아기침대베개 는 시원한 메쉬소재 하나], 긍정 텍스트 확률 : 83.69%"
"[블랭킷 은 요긴하게 쓰인다고하니두어장 준비해두었고요 ㅎㅎ역류방지쿠션 은 베페에서 로토토 구입했어요커버는 세탁할거 생각해서 장 구입했어요 ], 긍정 텍스트 확률 : 59.07%"
"[ . 생활용품기저귀단계는 산모교실과 임신축하박스에서 받은 기저귀면 될 것 같아서 구입하지 않았고단계는 조리원에서 퇴소할때 사이즈 보고 구입하려고 미리 구입하지 않았어요 ㅎㅎㅎ턱받이 는 귀여운거 모으다보니 몇개나 되어버렸곻ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ아기띠 는 친정에서 선물로 주어서 나옐아기띠 준비해뒀어요신생아부터 사용할 수 있는 아기띠이고 힙시트까지 올인원이라 오래쓸 수 있겠쥬? 그리고 무엇보다 예쁨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아기띠를 선물받는 바람에 슬링은 구입안했는데 필요하면 그떄 구입하려구요 ㅠㅠ물티슈 는 아직 못정함 ㅠㅠ몇봉지 있기는한데 어떤제품이 신생아물티슈로 좋을지 아직 고민중이에요더 살펴보구 조리원에서 구입하려구요 ㅎㅎㅎ손톱가위 는 저희 지역 보건소에서 출산선물로 주길래 구입안했구아기면봉 은모윰 신생아면봉 사두었어용온습도계 는 원래 사용하던 샤오미온습도계가 있어서 그걸 그대로 사용할 생각이구체온계 는 임신초기 브라운체온계 사두었었어요 ㅎㅎ비접촉식 사려다 정확하지 않다길래 접촉식으로 구입했어요.가제손수건 은 세어보니 장정도 되더라구용밤부소재 장], 긍정 텍스트 확률 : 86.88%"
"[트롤리 는 기존에 사용하던 트롤리가 있어서뚜껑있는 정리함 구입해서 만들어두었어요 .기저귀쓰레기통 은 감사하게도 오빠 친구분이 선물로주셨기지귀쓰레기통으로 유명한 이지캔 브랜드였어용아기세탁기 는 미니워시 키로로 사고싶었지만 저희집 사양에는 밖에 안돼서 로 구입했구요 ㅠㅠ작긴작음..아기비데 는 제 손목을 위해 ㅠㅠ더마더 펭귄모양으로 구입했어용 완전 꿀템이라고하니 기대해봐야겠어요 ㅋㅋㅋ아기 지퍼백과 아기세탁망 은 마더케이 제품으로크기별로 구입해서 사용중이고카시트 는 원래 일때까진 바구니카시트 대여해서 사용하려했는데넘 운이좋게도 브라이텍스 듀얼픽스 당첨되었신생아부터 사용할 수 있어서 바로 태우려고요 ㅎㅎㅎ베이비장 은 가구유모차 는 아직 고민중이에요 ㅠㅠㅠㅠㅠㅠㅠ월아기라 외출할 수 있는 일쯤되면 겨울이고본격 외출은 봄이나 되야할텐데 디럭스를 사는게 맞을지ㅠㅠㅠ또 절충형은 길 안좋은데서는 불안하다그러고 ㅠㅠㅠㅠㅠㅠㅠ 뭐가맞을지 한참 고민중이여욤 ], 긍정 텍스트 확률 : 95.30%"
"[ . 엄마용품수유속옷], 긍정 텍스트 확률 : 51.49%"
"[내복 은수유 가능한걸로 준비해뒀고요회음부방석 은 조리원에서 회복속도보고 필요하면 구입할거궁손목보호대 는 쁘리마리에 입체형으로 샀어여산후복대 는 필요할때 구입하는걸로하고산모패드 는 마더케이 짜리 샀는데 사실 안샀어도 됐을뻔ㅋㅋㅋㅋㅋㅋㅋ병원], 긍정 텍스트 확률 : 93.20%"
"[조리원에서 다 준다고 하더라고요.. 그래도 혹시모르니까 짜리 들고가보려고요영양제와 손세정젤 까지아...아기 한명 태어나는데 이렇게 많은게 필요했군요...........멘붕 ㅋㅋㅋㅋㅋㅋㅋㅋ빠진게 있을수도 있고 불필요한게 있을수도 있지만앞으로 잘 보완해가며 추가로 구입해볼게요 ㅜㅜ], 긍정 텍스트 확률 : 65.43%"
"[ 출산가방에 필요한 준비물도 정리해봤어요출산가방은 아직 다 안쌌는뎅ㅋㅋㅋ후딱 출산가방까지 싸놔야겠어요 ㅠㅠ ..], 긍정 텍스트 확률 : 53.02%"
"[. .?아들맘아들맘. .?아기블랑킷아기블랑킷. .?아기담요아기담요. .?아들일상아들일상. .?개띠맘개띠맘. .?개띠아들개띠아들. .?일아들일아들. .?아기랑카페아기랑카페. .?육아맘육아맘. .?육아용품육아용품. .?일상일상. .? . .? . ], 긍정 텍스트 확률 : 73.40%"
"[ .태안에 바다카페라는 곳이에요 .늘 엽기서호만 찍어주다가 오랜만에 감성샷 입니다.. ], 긍정 텍스트 확률 : 98.81%"
"[ .하얀벽에 저런 액자도 예쁜 것 같아요.이사가면 꼭 서호 사진을 흑백으로 해두고 싶음.. ], 긍정 텍스트 확률 : 66.89%"
"[ .역시 아가도 어플빨이네요 .쿄쿄. ], 긍정 텍스트 확률 : 64.04%"
"[ .가까이 보기 기능까지 있어서 .늘 안심안심 .왜...엉덩이를 세우고 자니..ㅠㅠ ], 긍정 텍스트 확률 : 51.14%"
"[ .마트에서 곤히 잠든 내 스쿠 .유모차에서 주무시는 분이 아니라 .신기해서 찍어봤는 데 .기저귀천이 슬퍼보이네요 .예쁜 담요추천이요 ], 긍정 텍스트 확률 : 86.24%"
"[ .자매님이 선물해준 . .?헤이하이체어입니다헤이하이체어입니다 .예뻐서 샀구요 .실용성은 이케아랑 비슷해요..저기.아기식판이 잘 안 빠져요 .힘으로 앉히고 빼고 있어요..후기는 다음에 자세히 남겨볼게요 ], 긍정 텍스트 확률 : 87.19%"
"[안녕하세요 콩이에요오랜만에 포스팅합니다.날 흐린 어느 날 아이들과 여행을 가려고 나왔는데 와.. 하늘이 정말 뿌옇고 차 안 공기가 너무 탁했어요.아들 ], 긍정 텍스트 확률 : 99.27%"
"[ 차량 공기질 걱정 끝오픈해도공주옆에 공기청정기는 꼭 함게 ㅎㅎ수치볼때가 제일 기분 좋음.. 마음이 너무 편안해짐], 긍정 텍스트 확률 : 96.26%"
"[ 정상회담 공기 관리 브랜드 선정각국 정상들의 국제회의실], 긍정 텍스트 확률 : 50.31%"
"[직무실 및 침실등 실내 공기청정기 제품의 설치와 바이오엔자임 기술을 이용하여 최상의 공기관리 서비스를 제공한 기업으로 년 기준 연간 조원 이상의 공기청정기 제품 및 공기 공조 관리 서비스를 공급하고 있다. ], 긍정 텍스트 확률 : 70.03%"
"[ 미세먼지 없던 시절이 그립다 ㅠㅠ... ], 긍정 텍스트 확률 : 71.77%"
"[ 헤헿 아침에 기분 좋게 기상ㅇㅏ가야 이번주도 잘 지내보자 ], 긍정 텍스트 확률 : 85.48%"
"[ 많이 컸으면서여전한 껌딱지귀여워서 봐준다 정말 ㅋㅋㅋ ], 긍정 텍스트 확률 : 96.03%"
"[ 호다닥 장 봐오기평일에 유일한 외출이지만 즐거워 ], 긍정 텍스트 확률 : 94.48%"
"[ 블로그 작업도 하고], 긍정 텍스트 확률 : 52.59%"
"[ 같이 식사하고 가신 엄마..서울에서 여기까지 일주일에 두번직접 운전해서 오시는데생각해보면 정말 대단한 일], 긍정 텍스트 확률 : 91.76%"
"[ 감사해용..... ], 긍정 텍스트 확률 : 85.73%"
"[ ㅇㅏ흉..우리 집.?유튜브꿈나무유튜브꿈나무영상은 많이 찍는데대체 업로드는 언제 해여 ㅋㅋㅋㅋ근데 평일에 회사일 하랴], 긍정 텍스트 확률 : 92.64%"
"[ 근데 너무 파묻혀서 타이니러브모빌을 안 봄...아직도 두개 내놓고 뭐 쓸지 고민 중.... ], 긍정 텍스트 확률 : 80.58%"
"[ 물론 여전히 품 안에서.... ], 긍정 텍스트 확률 : 56.79%"
"[ 내 소듕한 일용할 양식...이거 하나면 다른 반찬 필요 없음], 긍정 텍스트 확률 : 83.91%"
"[ 귀여운 것들 ㅋㅋㅋㅋ얼른 커서 만나서 같이 놀장 ], 긍정 텍스트 확률 : 90.70%"
"[ 우리 아가가 보기엔 너무 고차원적 내용이지만꿋꿋하게 읽어 줌 ㅋㅋ ], 긍정 텍스트 확률 : 86.05%"
"[ 밖에 핀 들꽃이 넘 예뻐서 한 컷], 긍정 텍스트 확률 : 69.79%"
"[ 미세먼지가 좋으면 오존], 긍정 텍스트 확률 : 72.21%"
"[자외선이 문제인지라가을 되면... 꼭 유모차커버 사서 자주 나가야짓 ], 긍정 텍스트 확률 : 69.71%"
"[ 엄마 육퇴], 긍정 텍스트 확률 : 53.00%"
"[김소연이 넘 연기를 잘 해서재밌게 보는 중 ㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 98.69%"
"[ 우리 아기는 정말 목이 쉴 정도로 운다], 긍정 텍스트 확률 : 88.57%"
"[ 밥 먹을 땐 의젓 ㅋㅋㅋ요새는 손으로 잡고 잘 먹는 햇살이 ], 긍정 텍스트 확률 : 83.63%"
"[ 날도 더운데 딱 붙어자니자고 일어나면 태열인지 아토피인지피부도 맨날 이 모냥 ㅋㅋㅋ ], 긍정 텍스트 확률 : 58.05%"
"[ 우리 집 거울곤듀 ], 긍정 텍스트 확률 : 61.99%"
"[ 간식......ㅇㅏ.. 백일 홈스냅 예약했는데..키로만 빼면 좋겠당 ㅋㅋㅋ ], 긍정 텍스트 확률 : 77.70%"
"[ 수박 남은 거 예쁘게 썰어서 보관], 긍정 텍스트 확률 : 84.75%"
"[ 코스트코에서 물건을 많이 사서날라주러 아빠도 동행 .?코스트코회무침코스트코회무침.?속초식명태초무침속초식명태초무침먹어보고 싶어 부탁드렸는데양도 많고 비싸고...일단 엄마랑 좀 나누고], 긍정 텍스트 확률 : 84.03%"
"[ 장 후다닥 보고 와서], 긍정 텍스트 확률 : 72.88%"
"[ 엄마 병원 때문에 일찍 올라가심], 긍정 텍스트 확률 : 54.87%"
"[ 때마침 남편도 간만에 엄청 늦는 날이어서우리 때쟁이 앉고 서서 식사...엄마가 사진 보고 그냥 늦게 올라올껄 그랬다며미안해하심..나눈 괜차눈데..... ], 긍정 텍스트 확률 : 96.71%"
"[ 참 좋은 세상], 긍정 텍스트 확률 : 86.15%"
"[ 아가 혼자 재워놓고 나머지 청소괜스레 보람찬 하루 ], 긍정 텍스트 확률 : 58.36%"
"[ 예쁜 내 딸], 긍정 텍스트 확률 : 71.29%"
"[잘자그래이오늘 하루도 너 땜에 많이 행복해따 ], 긍정 텍스트 확률 : 96.75%"
"[ 현실육아 아침밥 ㅋㅋㅋ .?버터장조림밥버터장조림밥 무김치 하나 ㅋㅋㅋ후다닥 마시기 ], 긍정 텍스트 확률 : 83.18%"
"[ 의자처럼 잘 쓰고 있는 바운서], 긍정 텍스트 확률 : 60.51%"
"[ 으이그분유 먹을 때목에 손수건 둘러주면급 행복한 표정 ㅋㅋㅋㅋ밥은 잘 먹으니 이쁘다.... ], 긍정 텍스트 확률 : 94.19%"
"[ 핑쿠핑쿠직구 한 번 더 질렀는데빨랑 왔으면 좋겠당 ㅋㅋㅋ ], 긍정 텍스트 확률 : 73.78%"
"[ 사진 보니 개월부터 ㅋㅋㅋ사용 전 젖병세정제로 빨고 젖병소독기에 돌려주기 ], 긍정 텍스트 확률 : 65.05%"
"[ 우와.. 불금엔 집에서 곱창], 긍정 텍스트 확률 : 57.41%"
"[ 재주문 의사 요즘 집에서 소곱창 구워먹는 게 은근 유행이던데생각보다 잘 나오네요....... ], 긍정 텍스트 확률 : 96.76%"
"[ 거기에 초당옥수수까지 뜯으니천국이로구나 ㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 57.95%"
"[ 우리 아기 주사 맞고 ㅋㅋㅋㅋ잠시 아빠 껌딱지 ㅋㅋㅋ아빠 어깨 눈물 흔적 보소 ㅋㅋㅋ ], 긍정 텍스트 확률 : 97.84%"
"[ 우와.. 세상 제일 불쌍한 표정이닼ㅋㅋㅋ ], 긍정 텍스트 확률 : 84.48%"
"[ 우리 아기 안정제 엄마 젖 물다 잠듦], 긍정 텍스트 확률 : 72.84%"
"[ 드디어 포착내가 제일 사랑하는 아가 포즈], 긍정 텍스트 확률 : 76.04%"
"[ 푹 자고 일어나서 만세하며 쭈까잔뜩 부운 얼굴이 뽀인뜨 ㅋㅋㅋ ], 긍정 텍스트 확률 : 52.23%"
"[ ㅇㅏ효 정말 귀엽다 내 딸 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 97.08%"
"[ 울 아기 두번째.?동네카페동네카페진짜 음료랑 빵 받자마자 분 안에 다 먹었는데바로 터짐], 긍정 텍스트 확률 : 89.26%"
"[ 너무 귀여워..... ], 긍정 텍스트 확률 : 93.27%"
"[ 아기를 보고 있으면 힘들던몸이 아프던 그냥 마냥 행복해진다], 긍정 텍스트 확률 : 51.01%"
"[ 아기때 평생 할 효도 다 한다던데진짜 지금이 가장 행복한 시기가 맞는 듯 하다], 긍정 텍스트 확률 : 81.39%"
"[ 자꾸 천천히 크라고 협박 아닌 협박 중 ㅋㅋㅋ ], 긍정 텍스트 확률 : 68.71%"
"[ 저녁은 채소가 많아 오징어볶음간만에 먹으니 맛있다..밥 조금 달라던 남편도 .인분 먹음 ㅋㅋ ], 긍정 텍스트 확률 : 87.64%"
"[ 엄마 먹방 구경을 좋아하는 아가], 긍정 텍스트 확률 : 50.04%"
"[남편은 유튜브팀장 ㅋㅋ근데 자꾸 하청을 줘서 곤란....그래도 이제는 영상 한 개쯤은 완성 됐으면 하는 맘에도와주게 된다 ㅋㅋㅋ ], 긍정 텍스트 확률 : 92.95%"
"[ 시까지 자야하는데시부터 젖동냥 온 부녀], 긍정 텍스트 확률 : 53.02%"
"[ 얼른 목욕 시켜서 젖 물려줬더니초저녁부터 또 잘잠], 긍정 텍스트 확률 : 50.17%"
"[ ㅋㅋㅋㅋㅋㅋㅋ 한동안 집에서만 잘 지내다가뭔가 발동 걸린 느낌이네여 ㅋㅋㅋㅋ얼른 백일만 지나면 진짜 이리저리 다녀볼 예정.한 주간도 화이팅이예염 ], 긍정 텍스트 확률 : 92.64%"
"[ 월요일낯선 곳에서 아빠도 없어서 늦게 잠들었다. 그런데도 아침 일찍 깬 아기님아빠엄마 비봉사몽이라 분유 먹이고짧게 자서 그런지 분 만에 낮잠 시작다 같이 한 번 더 잤다.그리고 일어나 이유식 다 비움 ], 긍정 텍스트 확률 : 99.55%"
"[ 우리 저녁 먹는 동안 간식 주고 이유식을 만들어서 줬더니정도 먹음피곤해서 일찍 잘 줄 알았더니 한참을 놀다가 시에 자더라.아빠엄마 피곤쓰... ], 긍정 텍스트 확률 : 98.81%"
